CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_Forms	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PVEH_SEV	PTOWED	PM_HARM	PVEH_SC1	PVEH_SC2	PFIRE
201228002492	2	161.6211	3	4	2	28	9	1	0	9	13	45	14	0	2	0	12	17	4	1998	1FAFP52U8WA1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228002510	2	161.6211	3	1	3	28	9	1	0	8	22	8	14	0	2	0	6	42	4	1997	2C3HC56F7VH5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	4	1	12	0	0	0
201228002545	2	161.6211	3	4	2	28	9	1	0	8	12	0	14	0	2	0	19	5	2	2000	1G6ET1294YU1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	4	12	0	0	0
201228002628	2	161.6211	3	4	1	28	9	1	0	10	22	30	14	0	2	0	20	9	2	1996	2G1FP22K0T21	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228002712	2	161.6211	3	4	2	28	9	1	0	10	11	53	14	0	2	0	6	43	1	2004	1C3EL55R94N3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	1	12	0	0	0
201228002782	2	161.6211	3	4	1	28	9	1	1	12	19	40	45	0	4	0	23	881	63	2000	1GDP7H1C6YJ5	0	77	777777777	77777777777	3	1	4	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228002803	2	161.6211	3	4	1	28	9	1	0	12	12	0	14	0	2	0	20	39	4	2010	KL1TD5DEXAB0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	2	1	12	0	0	0
201228106085	2	246.0972	2	4	3	31	6	1	0	1	23	4	14	0	2	0	12	4	9	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	1	12	0	0	0
201228106092	2	123.0486	2	6	3	31	6	1	0	1	1	16	14	0	2	0	12	481	31	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	1	12	0	0	0
201228106092	3	123.0486	2	6	3	31	6	1	0	1	1	16	14	0	2	0	12	481	31	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	1	12	0	0	0
201228106107	2	123.0486	2	6	3	31	6	1	0	1	17	28	14	0	2	0	20	481	31	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228106181	2	243.21251	2	4	10	29	5	1	0	1	10	15	14	0	2	0	12	499	39	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228106303	2	123.0486	2	6	3	31	6	1	0	1	0	13	14	0	2	0	12	461	29	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201228106303	3	123.0486	2	6	3	31	6	1	0	1	0	13	14	0	2	0	49	482	31	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201228106317	2	61.5243	2	5	3	31	6	1	0	2	6	26	14	0	2	0	20	471	30	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201228106317	3	61.5243	2	5	3	31	6	1	0	2	6	26	14	0	2	0	52	35	9	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	1	12	0	0	0
201228106324	2	246.0972	2	4	3	31	6	1	0	2	8	30	14	0	2	0	7	472	30	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	1	12	0	0	0
201228107016	2	43.973436	2	5	5	29	5	1	0	2	0	49	14	0	2	0	12	481	31	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228107062	1	243.21251	2	4	10	29	5	1	0	2	19	31	14	0	2	0	98	884	63	2009	888888888888	0	77	777777777	77777777777	3	2	98	1	0	0	0	0	0	7	1	6	2	1	12	41	0	0
201228107199	2	246.0972	2	4	3	31	6	1	0	3	13	59	14	0	2	0	20	2	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228107208	2	246.0972	2	4	3	31	6	1	0	3	15	39	14	0	2	0	2	404	14	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	1	12	0	0	0
201228107263	2	123.0486	2	6	3	31	6	1	0	3	18	24	14	0	2	0	18	2	9	1993	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	6	2	99	0	0	0
201228107304	1	246.0972	2	4	4	31	6	1	0	4	6	29	14	0	2	0	12	401	14	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228107361	1	243.21251	2	4	10	29	5	1	0	3	15	0	14	0	2	0	49	401	14	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228107385	2	243.21251	2	4	10	29	5	1	0	4	18	28	14	0	2	0	6	441	20	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228107461	1	219.86718	2	4	5	29	5	1	0	4	21	15	14	0	2	0	22	20	4	2005	2G2WS5226511	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	2	4	12	0	0	0
201228107473	2	219.86718	2	4	5	29	5	1	0	5	14	9	14	0	2	0	41	50	4	2005	1YVHP80D455M	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201228107515	3	121.606255	2	6	10	29	5	2	0	4	17	19	12	1	3	0	49	32	8	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	4	12	0	0	0
201228107564	2	246.0972	2	4	3	31	6	1	0	4	2	0	14	0	2	0	23	499	19	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228107568	2	246.0972	2	4	3	31	6	1	0	4	23	24	14	0	3	0	20	481	31	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228107594	2	123.0486	2	6	3	31	6	1	0	5	12	0	14	0	2	0	9	38	4	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	1	12	0	0	0
201228107679	2	121.606255	2	6	10	29	5	1	0	5	3	52	14	0	2	0	6	54	6	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	1	12	0	0	0
201228107715	2	243.21251	2	4	10	29	5	1	0	6	6	3	14	0	2	0	14	17	9	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228107720	2	121.606255	2	5	10	29	5	1	0	6	8	5	14	0	2	0	12	471	30	1991	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228107841	2	246.0972	2	4	3	31	6	1	0	5	23	0	14	0	2	0	12	481	31	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	2	1	12	0	0	0
201228107850	2	123.0486	2	6	3	31	6	1	0	5	3	16	14	0	2	0	20	499	39	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228107859	2	246.0972	2	4	3	31	6	1	0	6	0	24	14	0	2	0	54	37	2	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228107865	2	246.0972	2	4	3	31	6	1	0	6	0	30	14	0	2	0	18	2	9	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228107879	2	246.0972	2	4	3	31	6	1	0	6	13	13	14	0	2	0	37	441	20	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228107910	2	246.0972	2	4	4	31	6	1	0	6	13	40	14	0	2	0	22	20	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	1	12	0	0	0
201228107945	2	123.0486	2	6	3	31	6	1	0	6	6	52	14	0	2	0	12	481	31	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228107956	2	246.0972	2	4	3	31	6	1	0	7	20	6	14	0	2	0	20	481	31	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	1	12	0	0	0
201228107960	2	123.0486	2	6	3	31	6	1	0	7	21	58	14	0	2	0	12	481	31	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228107960	3	123.0486	2	6	3	31	6	1	0	7	21	58	14	0	2	0	20	37	9	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228107971	2	61.5243	2	5	3	31	6	1	0	7	21	57	14	0	2	0	2	999	49	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228107971	3	61.5243	2	5	3	31	6	1	0	7	21	57	14	0	2	0	22	18	9	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	4	1	12	0	0	0
201228107971	4	61.5243	2	5	3	31	6	1	0	7	21	57	14	0	2	0	20	399	9	1991	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	4	1	12	0	0	0
201228107971	5	61.5243	2	5	3	31	6	1	0	7	21	57	14	0	2	0	7	499	29	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201228107971	6	61.5243	2	5	3	31	6	1	0	7	21	57	14	0	2	0	22	18	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201228107977	2	246.0972	2	4	3	31	6	1	0	7	21	45	14	0	2	0	20	499	19	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	1	12	0	0	0
201228108019	1	123.0486	2	6	4	31	6	1	1	7	1	29	14	0	2	0	41	37	9	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201228108131	2	219.86718	2	4	5	29	5	1	0	7	13	17	14	0	2	0	50	706	80	2012	SMT900K1XCT5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	1	12	0	0	0
201228108159	2	243.21251	2	4	10	29	5	1	0	6	23	58	14	0	2	0	52	37	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201228108186	2	243.21251	2	4	10	29	5	1	0	7	0	1	14	0	2	0	19	499	19	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228108200	2	243.21251	2	4	10	29	5	1	0	7	16	54	14	0	2	0	20	37	9	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	4	12	0	0	0
201228108242	2	123.0486	2	6	3	31	6	1	0	7	14	36	14	0	2	0	7	422	15	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	2	1	12	0	0	0
201228108242	3	123.0486	2	6	3	31	6	1	0	7	14	36	14	0	2	0	37	32	8	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	1	12	0	0	0
201228108268	2	246.0972	2	4	3	31	6	1	0	8	17	39	14	0	2	0	99	499	19	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	4	12	0	0	0
201228108384	2	219.86718	2	4	5	29	5	1	0	8	15	28	14	0	2	0	22	18	4	2004	1G2NW52E94C2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	14	0	0	0
201228108434	2	121.606255	2	3	10	29	5	1	0	7	17	0	14	0	2	0	49	32	9	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	4	12	0	0	0
201228108498	2	246.0972	2	4	3	31	6	1	0	8	99	99	14	0	2	0	7	482	31	2007	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	1	12	0	0	0
201228108514	2	246.0972	2	4	3	31	6	1	0	9	15	22	14	0	2	0	22	20	9	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228108576	2	354.819252	2	4	6	31	6	1	1	6	12	21	14	0	2	0	21	399	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228108626	2	246.0972	2	4	2	31	6	1	0	9	11	8	14	0	2	0	2	404	14	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	14	0	0	0
201228108674	2	87.946872	2	6	5	29	5	1	0	9	8	27	14	0	2	0	55	401	14	2007	KM8SG13D07U1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0
201228108711	1	243.21251	2	4	10	29	5	1	0	9	16	32	14	0	2	0	12	23	4	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228108811	2	246.0972	2	4	3	31	6	1	0	10	15	31	14	0	2	0	7	472	39	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228108929	2	219.86718	2	4	5	29	5	1	0	9	13	42	14	0	2	0	7	442	20	2002	1B4GP45312B6	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228108940	2	87.946872	2	6	5	29	5	1	0	10	8	30	14	0	2	0	52	37	3	1991	4A3CS44TXME0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228108972	2	243.21251	2	4	10	29	5	1	0	9	10	7	14	0	2	0	12	402	14	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	1	12	0	0	0
201228108985	1	243.21251	2	4	10	29	5	1	1	10	19	43	14	0	2	0	37	31	9	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	3	12	0	0	0
201228109114	2	246.0972	2	4	3	31	6	1	0	10	1	39	14	0	2	0	12	422	15	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0
201228109120	2	246.0972	2	4	3	31	6	1	0	11	14	22	14	0	2	0	20	404	14	2005	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	1	12	0	0	0
201228109130	2	246.0972	2	4	3	31	6	1	0	11	7	50	14	0	2	0	13	1	8	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	4	12	0	0	0
201228109182	2	61.5243	2	5	4	31	6	1	1	10	8	20	14	0	3	0	41	402	14	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228109250	2	121.606255	2	6	10	29	5	1	0	11	22	39	14	0	3	0	20	36	2	1998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	4	1	12	0	0	0
201228109250	3	121.606255	2	6	10	29	5	1	0	11	22	39	14	0	3	0	51	41	9	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228109340	2	219.86718	2	4	5	29	5	1	0	11	17	15	14	0	2	0	20	481	31	2001	2GCEC19W1113	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228109406	2	246.0972	2	4	4	31	6	1	0	11	18	9	14	0	2	0	23	461	21	2000	888888888888	1	0	000000000	00000000000	8	0	0	1	0	0	0	0	0	0	0	99	2	1	12	0	0	0
201228109406	3	246.0972	2	4	4	31	6	1	0	11	18	9	14	0	2	0	7	472	30	2003	1D7HG38N33S2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	1	12	0	0	0
201228109458	2	123.0486	2	6	3	31	6	1	0	11	10	24	14	0	2	0	12	461	21	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228109659	2	243.21251	2	4	10	29	5	1	0	12	7	28	31	0	3	0	6	399	9	2013	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	2	1	31	0	0	0
201228109691	2	219.86718	2	4	5	29	5	1	0	11	15	14	14	0	2	0	63	33	4	2005	KNAFE1210551	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	1	12	0	0	0
201228109830	2	246.0972	2	4	4	31	6	1	0	12	5	50	14	0	2	0	20	481	31	1994	1GCDC14ZXRZ1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228109889	2	87.946872	2	6	5	29	5	1	0	12	7	22	33	0	3	0	12	402	14	2013	1FMCU9H92DUA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	9	1	12	0	0	0
201228109889	3	87.946872	2	6	5	29	5	1	0	12	7	22	33	0	3	0	12	402	14	2013	1FMCU9J91DUB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	9	1	12	0	0	0
201228223203	1	123.0486	2	6	1	31	6	1	1	1	10	15	45	0	4	0	84	884	72	2006	888888888888	0	88	888888888	88888888888	3	19	4	1	0	0	0	0	0	0	0	8	0	1	45	0	0	0
201228223205	1	123.0486	2	6	1	31	6	1	1	1	17	55	45	0	4	0	84	884	64	2000	888888888888	0	77	777777777	77777777777	2	1	96	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228223625	3	45.277344	2	5	1	30	4	2	0	1	14	14	12	2	3	0	52	34	4	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	4	1	12	0	0	0
201228223772	1	101.874024	2	6	1	30	4	1	0	1	18	35	14	0	2	0	12	401	14	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228223772	2	101.874024	2	6	1	30	4	1	0	1	18	35	14	0	2	0	22	16	9	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228223772	3	101.874024	2	6	1	30	4	1	0	1	18	35	14	0	2	0	52	401	14	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228224279	1	226.38672	2	4	1	30	4	1	0	2	11	30	14	0	3	0	12	402	14	2012	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	4	1	12	0	0	0
201228224686	1	226.38672	2	4	1	30	4	1	0	2	1	38	14	0	2	0	49	471	30	1986	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	1	12	0	0	0
201228224686	2	226.38672	2	4	1	30	4	1	0	2	1	38	14	0	2	0	24	9	4	2009	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	1	12	0	0	0
201228224755	2	98.5768	2	6	2	30	4	1	0	2	11	48	53	0	3	0	7	442	20	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	6	2	12	0	0	0
201228224755	3	98.5768	2	6	2	30	4	1	0	2	11	48	53	0	3	0	52	39	9	1994	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	4	1	12	0	0	0
201228224832	2	226.38672	2	4	1	30	4	1	0	3	16	19	14	0	2	0	49	44	9	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	1	12	0	0	0
201228224855	1	226.38672	2	4	1	30	4	1	0	3	0	30	14	0	2	0	37	31	9	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	1	12	0	0	0
201228225039	1	226.38672	2	4	1	30	4	1	0	3	10	0	14	0	2	0	19	3	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	1	12	0	0	0
201228225225	1	226.38672	2	4	1	30	4	1	3	3	0	8	14	0	2	0	20	2	9	1990	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	1	12	0	0	0
201228226697	2	226.38672	2	4	1	30	4	1	1	4	16	55	14	0	2	0	6	51	4	2008	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	1	12	0	0	0
201228226808	1	61.5243	2	3	1	31	6	1	0	4	19	55	14	0	2	0	12	401	14	2000	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	4	1	12	0	0	0
201228226879	1	223.3855	2	4	1	29	5	1	1	4	13	4	14	0	2	0	30	42	9	1987	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	1	12	0	0	0
201228227025	2	101.874024	2	6	1	30	4	2	0	4	15	31	12	6	3	0	3	431	16	2004	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	4	12	0	0	0
201228227291	1	11.319336	2	2	1	30	4	1	2	5	2	0	14	0	2	0	23	481	31	2002	888888888888	1	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	2	3	12	0	0	0
201228227514	1	226.38672	2	4	1	30	4	1	0	5	0	57	14	0	2	0	22	2	9	1991	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	4	1	12	0	0	0
201228227602	1	11.319336	2	3	1	30	4	1	0	5	2	40	14	0	2	0	42	399	9	1998	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	1	12	0	0	0
201228227609	1	226.38672	2	4	1	30	4	1	0	5	18	0	14	0	2	0	20	23	6	2011	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	1	12	0	0	0
201228228098	1	226.38672	2	4	1	30	4	1	0	6	14	0	14	0	2	0	48	399	9	1987	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	1	12	0	0	0
201228228131	1	226.38672	2	4	1	30	4	1	0	6	15	0	14	0	2	0	9	442	20	1991	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	4	1	12	0	0	0
201228228254	1	11.319336	2	3	1	30	4	1	0	6	23	40	14	0	2	0	20	403	14	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	4	1	12	0	0	0
201228228608	1	101.874024	2	6	1	30	4	1	0	6	0	34	14	0	2	0	55	36	9	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	6	2	12	0	0	0
201228228760	1	45.277344	2	5	1	30	4	1	0	6	2	48	14	0	2	0	24	399	9	1992	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	6	2	12	0	0	0
201228228837	1	101.874024	2	6	1	30	4	1	0	6	15	3	14	0	2	0	22	22	9	2010	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228228837	2	101.874024	2	6	1	30	4	1	0	6	15	3	14	0	2	0	18	2	9	1984	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228228865	1	226.38672	2	4	1	30	4	1	0	6	2	0	14	0	2	0	12	499	29	1995	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	1	12	0	0	0
201228229298	1	45.277344	2	5	1	30	4	1	0	7	19	40	14	0	2	0	20	401	14	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	4	12	0	0	0
201228229318	1	101.874024	2	6	1	30	4	1	1	7	11	40	14	0	2	0	14	17	9	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0
201228229354	1	11.319336	2	3	1	30	4	2	0	7	21	27	12	6	2	0	6	441	20	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	4	12	0	0	0
201228229354	2	11.319336	2	3	1	30	4	2	0	7	21	27	12	6	2	0	19	3	8	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	4	12	0	0	0
201228229389	1	101.874024	2	6	1	30	4	1	0	7	12	25	14	0	2	0	18	2	8	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	8	4	4	12	0	0	0
201228229530	1	101.874024	2	6	1	30	4	1	0	7	13	26	14	0	2	0	20	36	2	2001	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	4	1	12	0	0	0
201228229549	1	11.319336	2	1	1	30	4	1	0	7	1	13	14	0	3	0	7	21	6	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
201228229549	2	11.319336	2	1	1	30	4	1	0	7	1	13	14	0	3	0	76	709	80	1996	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	9	1	12	0	0	0
201228229549	3	11.319336	2	1	1	30	4	1	0	7	1	13	14	0	3	0	7	442	20	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	6	2	12	0	0	0
201228229549	4	11.319336	2	1	1	30	4	1	0	7	1	13	14	0	3	0	18	2	9	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	6	2	12	0	0	0
201228229549	5	11.319336	2	1	1	30	4	1	0	7	1	13	14	0	3	0	37	402	14	1999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	98	2	1	12	0	0	0
201228229564	1	226.38672	2	4	1	30	4	1	0	7	21	27	14	0	2	0	20	9	9	2012	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	1	12	0	0	0
201228229564	2	226.38672	2	4	1	30	4	1	0	7	21	27	14	0	2	0	12	17	9	1997	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	11	2	1	12	0	0	0
201228229746	2	98.5768	2	6	2	30	4	1	0	7	19	15	14	0	2	0	12	471	30	1993	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0
